"","lav1","lav2","lav3","lav4","lav5","lav6","høj1","høj2","høj3","høj4","høj5","høj6"
"4350",18,16,43,1878,78,215,13,27,46,613,4073,1752
"4351",9,13,46,6673,1689,2376,13,26,72,1253,3112,880
"4352",9,21,23,311,177,334,15,28,68,2309,42283,3425
"4353",8,16,37,436,488,2250,17,19,68,1997,12716,4367
"4354",8,21,32,264,162,1204,23,25,66,2269,4095,1175
"4355",10,15,34,187,1083,452,16,32,77,2111,6208,840
"4356",12,16,34,325,382,366,19,21,78,3385,935,2210
"4357",9,21,39,306,153,448,13,23,58,1971,24491,1324
"4358",11,15,54,935,666,109,12,24,51,1864,770,1431
"4359",14,20,49,172,304,1328,12,22,75,3318,1821,2224
"4360",9,14,39,197,639,396,11,23,72,1358,8110,1135
"4361",9,13,45,445,762,172,13,27,48,798,15259,1716
"4362",13,17,53,362,490,168,15,26,52,2261,5817,2066
"4363",11,14,26,756,165,379,13,22,55,1917,108629,2953
"4364",11,12,37,741,1256,305,17,26,76,2147,28836,2409
"4365",6,13,28,258,46696,123,16,24,85,1690,1247,3059
"4366",22,23,47,669,218,407,13,24,64,1564,51507,1306
"4367",15,16,36,224,722,256,17,28,62,2327,5210,1164
"4368",9,14,29,535,1501,152,16,26,70,2313,7306,3234
"4369",11,16,42,858,178,171,15,23,51,1883,15804,1387
"4370",12,16,34,1301,668,257,22,19,56,578,8785,1712
"4371",13,13,35,900,3007,1525,12,19,79,519,2986,1322
"4372",6,24,37,79,556,443,14,18,66,2170,1741,731
"4373",9,22,33,114,176,175,15,21,54,3649,3175,1442
"4374",9,19,27,413,388,518,14,25,55,1499,3240,1984
"4375",11,16,42,93,465,267,12,29,54,1038,2412,1630
"4376",11,15,34,366,781,703,15,23,44,1395,6796,4332
"4377",11,14,41,873,68,895,18,22,67,3623,4885,1249
"4378",7,12,35,401,889,224,18,31,66,886,1174,1715
"4379",15,17,32,189,237,179,14,32,53,1712,1656,2579
"4380",12,14,38,444,167,213,12,21,50,3528,2221,2010
"4381",11,29,31,259,950,482,14,26,46,1432,2479,2348
"4382",10,15,55,469,417,57,12,22,55,4544,4633,2417
"4383",11,21,37,1505,1333,924,13,30,77,2160,3761,1223
"4384",7,16,40,4720,111,158,15,27,58,1544,2252,1982
"4385",10,39,36,804,231,1992,15,24,82,1547,6926,1723
"4386",11,15,43,191,5236,2056,13,25,51,2121,6169,781
"4387",9,18,46,2410,250,146,12,30,62,2771,4189,749
"4388",12,19,27,622,316,359,16,24,58,2088,1667,1105
"4389",6,16,28,1084,899,2426,14,21,55,652,12278,1849
"4390",9,12,60,423,1259,1386,17,21,53,1081,21932,3502
"4391",8,19,46,204,203,101,14,21,48,981,5297,1832
"4392",8,19,44,620,180,420,15,32,53,1913,5982,1535
"4393",16,25,33,100,2030,197,14,26,45,882,2024,1762
"4394",12,19,33,184,228,292,13,22,61,1687,14583,805
"4395",21,15,44,160,251,1007,18,26,53,904,8074,1762
"4396",10,13,44,463,518,822,17,20,40,3481,8257,1934
"4397",10,14,59,253,80,103,12,29,73,1281,19012,1002
"4398",7,16,23,319,145,104,15,30,67,989,70984,692
"4399",11,20,34,91,133,136,14,31,42,4008,2350,1428
"4400",11,17,37,520,115,336,13,23,69,2342,2480,1212
"4401",9,16,31,2078,503,87,19,29,81,2264,7315,1174
"4402",8,19,33,364,844,707,15,24,48,1959,3148,1987
"4403",9,22,27,192,2819,325,19,21,48,1329,49168,654
"4404",6,16,26,494,1069,306,16,21,50,4151,12113,1519
"4405",9,12,47,143,296,1023,14,21,50,1510,1303,3378
"4406",11,17,55,283,450,445,18,27,71,1150,3670,2702
"4407",10,11,24,252,1395,489,13,21,48,3735,19817,2416
"4408",11,17,26,363,495,268,13,24,51,1843,5627,1622
"4409",9,19,44,663,249,265,16,27,76,1823,162432,2329
"4410",12,16,24,467,418,1333,14,26,53,1244,3805,2262
"4411",10,16,35,128,383,179,11,21,61,1114,2672,1832
"4412",10,24,46,165,185,365,13,23,49,2169,2683,1839
"4413",10,19,32,277,2356,2016,15,27,58,2112,1772,1555
"4414",12,14,47,574,2256,161,13,19,51,3308,11416,4149
"4415",8,13,35,1065,642,447,16,29,59,2086,13483,3122
"4416",8,15,70,120,926,436,14,33,65,1478,2835,2511
"4417",7,16,39,884,102,311,14,17,43,1821,43035,779
"4418",10,17,37,458,556,2944,15,21,50,584,8222,1819
"4419",8,19,45,1163,146,194,13,23,62,2504,2079,2078
"4420",12,16,35,407,2114,375,17,19,65,1037,1064,3874
"4421",11,15,33,950,212,300,13,21,51,3463,39810,2373
"4422",9,10,40,121,322,190,21,27,90,1350,5272,1674
"4423",10,18,30,367,384,232,12,21,55,1217,2840,3335
"4424",11,20,49,223,195,637,20,20,58,1842,2642,912
"4425",11,21,37,328,747,243,17,26,59,1756,4130,847
"4426",8,10,39,274,147,1261,15,25,51,618,4214,2340
"4427",10,17,31,1338,117,484,21,23,52,1651,5070,832
"4428",12,12,55,2997,473,714,12,23,67,2449,9826,1127
"4429",17,17,62,126,641,431,14,26,45,850,20721,1827
"4430",11,13,38,299,248,295,14,25,79,1013,4557,694
"4431",17,26,36,428,643,589,22,28,54,2680,1833,3598
"4432",9,13,31,191,801,1009,15,24,64,1799,19983,1754
"4433",11,34,46,462,209,301,18,19,70,3243,2441,699
"4434",10,17,52,504,2213,192,16,22,60,3087,7935,3375
"4435",11,21,56,141,1150,238,14,23,58,5675,3648,3995
"4436",10,17,27,211,2239,443,13,30,49,1102,146843,2660
"4437",9,22,37,1328,289,595,18,21,57,3058,18788,1669
"4438",10,11,25,2891,100,469,15,31,70,1743,2174,3092
"4439",12,19,44,233,8758,304,14,22,50,1529,8872,3531
"4440",8,12,20,196,213,182,14,22,55,3434,3463,1175
"4441",12,30,45,171,39,151,13,31,52,4372,28353,1579
"4442",10,16,33,156,125,2021,16,31,55,3597,3139,2062
"4443",12,13,34,177,316,298,13,23,52,1869,6863,1810
"4444",14,21,30,1021,718,268,15,25,36,2072,3523,801
"4445",7,14,38,1076,1437,259,14,24,82,1365,17367,1265
"4446",12,13,47,659,1003,80,15,22,54,1500,5911,4591
"4447",8,16,32,810,2871,102,14,19,64,1103,18803,4839
"4448",11,19,24,1037,757,2559,16,22,55,1660,11388,995
"4449",17,15,27,146,525,291,11,23,85,1132,6301,1351
"4450",9,16,49,266,293,557,12,29,80,2601,21843,4350
"4451",8,22,31,219,294,630,13,26,66,1758,7650,1901
"4452",7,13,29,1404,68,53,19,26,57,1800,8195,1630
"4453",10,12,25,829,632,248,21,31,66,654,2901,691
"4454",8,15,26,224,10694,546,13,25,95,4755,3324,780
"4455",12,21,62,874,93,203,17,22,63,3865,16416,1517
"4456",11,18,30,77,2104,404,12,29,43,3039,31354,3252
"4457",12,16,29,866,571,130,17,34,51,1417,2586,1756
"4458",10,20,43,387,388,147,12,22,57,1299,1296,926
"4459",10,17,59,1492,2906,787,14,28,57,4634,4384,2182
"4460",13,15,49,140,269,459,14,23,47,1308,1139,2109
"4461",15,14,34,194,86099,413,19,30,56,1567,7147,1315
"4462",12,16,23,182,473,140,12,16,59,1657,9132,3285
"4463",8,14,25,149,122,239,13,19,53,3829,1194,3489
"4464",13,12,41,1430,202,291,13,18,46,1825,1859,1296
"4465",9,12,26,645,1312,504,19,27,79,800,2580,1500
"4466",11,13,27,247,258,159,13,26,50,2777,2744,1105
"4467",11,12,27,1289,1189,196,13,18,61,1673,6496,1576
"4468",7,13,35,1403,1048,281,16,23,61,1550,3083,3750
"4469",16,14,33,274,421,790,20,22,42,1691,40468,1883
"4470",9,17,23,1246,189,1196,15,26,57,1036,32182,3252
"4471",8,26,30,493,212,456,24,23,46,1025,7915,1747
"4472",11,12,59,408,15010,59,14,27,57,1154,1365,1142
"4473",10,11,32,2504,613,202,14,22,59,824,10121,1757
"4474",8,11,28,247,1331,567,12,31,52,1074,24928,863
"4475",8,20,29,229,2485,652,18,31,73,1831,3590,2223
"4476",8,25,38,674,660,688,15,24,53,2160,3632,2619
"4477",10,13,29,229,1752,197,18,22,59,3045,73215,692
"4478",9,16,58,410,261,177,13,23,62,1673,6093,636
"4479",14,18,47,1364,620,540,15,20,68,2985,13033,1337
"4480",8,17,33,117,517,1143,15,29,81,2563,6161,1011
"4481",10,20,34,50,263,215,15,21,45,995,259407,2144
"4482",14,18,27,510,4064,353,16,19,52,1497,5411,5933
"4483",16,15,33,97,1229,370,13,27,53,8734,23508,2574
"4484",10,26,39,1572,819,230,15,21,79,2390,12434,661
"4485",9,14,46,248,212,111,24,33,40,2182,1765,1817
"4486",9,18,26,311,239,414,14,23,90,3441,15662,1823
"4487",10,10,33,353,342,1279,15,35,56,644,1244,1023
"4488",7,19,39,508,30534,187,19,34,62,1367,6766,3125
"4489",10,32,30,614,533,809,15,24,85,2136,12402,1217
"4490",8,16,26,604,144,1716,14,24,82,1783,2833,1079
"4491",10,14,29,368,452,125,14,25,56,1322,2988,4412
"4492",8,17,49,217,225,605,14,31,42,873,2132,1049
"4493",12,25,26,345,246,1196,12,21,80,2643,9066,1098
"4494",8,15,28,548,687,187,22,26,53,1536,1702,1817
"4495",9,15,50,1105,280,79,19,23,85,6310,2043,835
"4496",12,18,44,101,350,555,15,27,53,1090,6636,2181
"4497",12,18,39,278,77,49,13,27,50,2286,11878,2215
"4498",7,24,48,154,885,125,13,20,86,1802,2069,1162
"4499",11,11,38,78,1219,649,15,19,63,3395,1076,2368
"4500",7,14,38,1143,302,237,20,19,49,1055,2512,1491
"4501",9,21,36,135,2249,432,14,25,62,871,6160,4157
"4502",9,17,36,293,344,68,15,25,68,639,5439,4395
"4503",10,18,24,813,110,204,12,18,47,5106,6892,1554
"4504",11,13,58,255,375,93,12,20,43,1179,9093,1676
"4505",12,11,32,1119,1141,432,16,19,76,6159,2149,2085
"4506",9,19,32,376,533,387,16,24,79,1013,3072,2125
"4507",11,11,46,187,220,421,16,35,69,2247,3090,1060
"4508",9,15,37,403,101315,495,17,22,94,3582,3705,1899
"4509",11,10,28,569,681,1216,13,20,52,2644,7177,1879
"4510",9,16,30,212,244,128,15,20,60,2249,17414,2032
"4511",10,20,23,3753,317,213,16,24,98,1784,3059,3471
"4512",10,15,43,212,171,64,18,20,44,1422,27518,2582
"4513",10,11,33,1130,706,3118,13,29,71,3452,2126,495
"4514",11,10,25,185,90,523,14,26,58,1818,5757,4039
"4515",7,12,28,477,88,292,14,30,55,2528,14037,660
"4516",13,12,37,1365,1180,210,17,27,93,1787,5632,1324
"4517",8,13,36,1557,100,1419,14,24,57,1198,3886,2463
"4518",14,19,34,423,856,802,18,25,44,1223,13007,5046
"4519",13,12,23,734,122,212,16,22,47,2904,4057,1405
"4520",16,14,35,312,483,133,15,24,59,2306,785,2128
"4521",12,16,45,268,290,356,13,26,53,1766,2260,3130
"4522",7,16,53,265,427,287,16,21,70,2994,10796,3439
"4523",9,17,37,574,325,1772,16,38,51,4011,7445,2271
"4524",13,19,29,88,2760,214,17,26,63,4774,2187,2122
"4525",9,22,33,1875,2521,860,12,29,63,1980,7458,1102
"4526",11,22,59,746,1425,3129,13,23,64,6138,25706,2971
"4527",11,19,24,581,20479,184,14,32,74,1426,15798,2346
"4528",11,16,26,449,397,154,13,17,81,549,47507,3146
"4529",16,14,37,380,1038,139,14,27,69,2043,13522,1093
"4530",7,19,43,164,119,213,11,25,68,2291,7019,950
"4531",7,13,67,199,132,1579,15,29,57,1006,5311,1965
"4532",10,14,37,330,292,347,16,21,61,2470,813,2514
"4533",10,20,62,201,195,190,15,24,47,1466,3343,879
"4534",14,15,38,1627,562,205,14,24,46,1917,1932,3421
"4535",10,14,33,330,328,84,22,23,48,4232,19442,5033
"4536",10,17,38,243,934,212,12,22,60,1649,2988,1169
"4537",12,13,35,1353,6464,173,11,26,64,438,29064,1235
"4538",11,14,44,189,5229,2176,15,21,48,2232,2914,2222
"4539",8,19,24,173,210,429,15,23,56,1746,957,1775
"4540",8,13,36,181,257,778,13,31,48,2413,11932,4353
"4541",8,17,30,197,510,455,13,20,53,716,3217,1032
"4542",9,25,30,62,955,1251,14,32,63,1749,3955,801
"4543",8,16,43,250,53,176,16,20,66,1216,20534,1552
"4544",14,15,44,111,434,1161,17,35,40,2206,11761,1628
"4545",18,12,27,634,1499,486,15,22,55,962,7355,1832
"4546",13,17,47,171,67,1323,12,28,50,933,80588,1683
"4547",9,15,29,190,141,352,14,28,67,2408,8259,3442
"4548",12,24,38,307,999,148,14,32,52,2615,2033,1307
"4549",10,17,39,298,313,237,18,21,47,2385,21562,1584
"4550",9,10,33,624,166,135,19,23,62,3554,13589,1265
"4551",14,12,33,216,92,1285,13,32,70,3235,21979,1665
"4552",12,13,19,176,452,231,13,25,49,2067,11158,2190
"4553",8,16,23,275,88,172,15,25,80,1384,8517,2071
"4554",12,11,23,472,243,175,15,19,72,2559,71689,1313
"4555",13,22,54,3211,579,169,16,29,47,3399,4499,743
"4556",9,18,41,179,2290,179,12,28,64,1173,3671,2716
"4557",8,17,40,2923,782,158,14,27,52,3396,3832,1511
"4558",16,17,26,178,72,961,11,31,67,1302,7102,1916
"4559",8,13,60,1709,3334,981,14,29,64,2746,4251,1896
"4560",7,14,45,579,1887,104,16,26,77,1692,7502,1390
"4561",8,16,36,217,120,142,11,28,84,2840,1476,3880
"4562",9,17,63,309,148611,205,17,26,66,613,3146,3085
"4563",27,18,30,179,446,264,13,25,86,1483,702,1182
"4564",8,24,21,659,1107,169,14,21,48,1337,2491,1220
"4565",10,16,31,221,494,244,13,22,80,752,1242,1621
"4566",11,14,38,173,594,361,16,28,60,1589,1707,765
"4567",14,16,33,238,1047,1298,17,20,53,1636,4390,3138
"4568",8,20,27,171,529,306,15,30,38,1589,6834,1568
"4569",10,19,24,1014,4694,92,17,23,50,627,6964,1398
"4570",10,12,47,622,5849,952,17,20,39,3230,2420,975
"4571",16,14,30,1271,144,297,19,35,71,1496,4984,1099
"4572",12,14,38,69,309,836,11,20,54,1511,2678,1525
"4573",14,14,23,147,268,242,12,24,49,2517,4187,4934
"4574",8,16,36,457,486,120,16,27,68,1743,3831,1355
"4575",10,26,32,1261,644,1834,18,20,68,2108,1971,3439
"4576",7,12,45,228,641,198,13,22,59,1414,6152,1885
"4577",10,14,24,2341,572,234,12,16,61,2082,61395,3316
"4578",7,12,34,100,1254,1005,15,22,51,1569,3450,1843
"4579",9,23,29,703,252,2274,12,22,52,2195,20101,1618
"4580",13,13,34,3508,884,697,17,25,49,1620,5108,4827
"4581",10,16,42,63,141,1953,15,19,52,2405,8640,3772
"4582",8,13,60,539,391,289,23,30,51,872,3538,3067
"4583",8,16,42,1111,723,602,12,26,59,2233,1923,1931
"4584",14,18,51,188,365,2322,21,26,51,1165,28581,1367
"4585",10,15,42,376,409,318,20,23,77,1528,24585,2160
"4586",10,11,85,77,181,227,13,19,62,3262,2353,3122
"4587",15,15,31,310,158,1986,19,30,53,1081,9458,1693
"4588",13,14,31,90,1424,357,19,26,76,738,73843,1828
"4589",6,13,31,310,286,1930,14,31,50,1985,50640,1484
"4590",13,14,45,550,175,711,16,29,53,1601,1171,2309
"4591",7,16,32,230,520,233,16,35,59,1116,4567,2045
"4592",11,18,22,248,173,132,17,23,57,2607,2516,3950
"4593",7,18,63,204,120,100,12,24,56,4475,2434,1329
"4594",10,16,35,128,1270,263,21,23,63,2684,18556,1246
"4595",8,13,20,812,1518,304,11,26,47,425,1211,2443
"4596",8,16,22,414,250,211,16,21,59,5745,2132,1425
"4597",17,12,31,393,54,339,14,18,57,2725,2227,2025
"4598",8,17,54,238,21857,320,13,27,57,1982,1830,3700
"4599",10,21,28,77,1671,3007,14,20,46,2674,11833,2195
"4600",8,19,25,642,68,925,12,24,56,2242,1840,1540
"4601",10,20,18,225,3169,157,13,24,87,1942,3252,2744
"4602",13,22,29,1205,235,279,16,33,70,2586,1841,2780
"4603",9,10,35,901,283,77,14,19,61,1576,817,1804
"4604",10,10,44,558,371,1375,18,26,52,1435,2799,3659
"4605",12,24,77,929,133,298,15,23,90,2291,6850,1335
"4606",14,24,25,240,110,235,14,30,47,883,1680,2512
"4607",14,22,40,395,4061,190,14,20,58,4825,1868,1326
"4608",11,18,51,168,496,184,16,42,59,2204,890,3157
"4609",10,19,36,71,5378,4254,15,22,58,1787,13479,2365
"4610",9,12,36,149,283,1137,17,30,57,845,1956,4898
"4611",7,14,30,232,82,967,13,27,60,1351,14073,3960
"4612",12,17,33,231,350,99,16,18,59,661,23111,1670
"4613",11,19,35,298,262,1040,15,30,65,1396,4407,913
"4614",10,20,33,523,506,149,12,29,69,960,16397,2625
"4615",13,13,38,182,1311,423,13,29,57,2250,23314,3537
"4616",8,22,23,383,381,861,13,18,57,2457,1658,990
"4617",10,17,33,889,205,149,14,20,55,1259,3741,2503
"4618",9,11,31,361,245,606,15,27,55,4130,4220,2876
"4619",10,14,33,303,897,270,15,18,54,1708,613,1403
"4620",13,14,57,366,4088,162,12,23,71,3556,16321,2430
"4621",8,18,34,186,233,663,12,26,56,858,41010,1080
"4622",10,11,35,243,1085,150,14,21,99,1897,10363,2898
"4623",8,14,35,212,516,1389,15,24,55,1873,4021,2038
"4624",11,13,29,3622,118,519,14,24,42,860,1257,802
"4625",8,24,48,144,124,64,17,31,58,437,41749,1501
"4626",11,20,41,3323,626,175,15,25,57,2987,65691,3120
"4627",9,17,36,285,224,122,12,18,72,2056,1423,3092
"4628",11,16,49,356,863,1123,14,29,54,740,6341,778
"4629",12,12,36,288,4299,312,19,22,50,1765,2189,1319
"4630",10,18,31,338,304,103,19,22,59,640,4124,1976
"4631",8,15,30,381,2026,368,15,23,65,1250,2649,742
"4632",9,14,24,294,387,1453,16,21,46,2933,11721,1168
"4633",10,21,26,131,291,187,14,29,62,2153,1056,1255
"4634",10,10,35,2415,3087,2629,17,18,45,1857,3589,3175
"4635",7,13,32,568,350,655,14,32,62,1996,1247,2351
"4636",9,10,30,376,57207,302,24,24,59,1190,25378,1336
"4637",9,16,45,993,766,187,15,25,106,1258,1520,1335
"4638",8,15,46,524,466,108,17,33,44,1288,6590,746
"4639",12,16,35,373,260,58,11,20,57,1019,2217,2707
"4640",13,17,24,113,3817,423,13,24,54,1265,1432,2853
"4641",13,16,31,277,545,153,16,21,68,4126,6612,2918
"4642",11,19,57,610,1622,959,12,24,57,5061,57039,4013
"4643",11,15,32,508,1215,2159,16,33,49,914,5986,1619
"4644",12,21,32,134,268,85,13,20,53,1867,1212,1632
"4645",10,16,31,152,684,1923,18,20,54,1066,15720,1611
"4646",10,13,43,851,188,315,16,26,50,779,12088,1174
"4647",10,13,38,255,321,263,15,22,76,2665,10259,700
"4648",9,15,36,465,714,429,17,24,61,1360,8482,1510
"4649",8,30,64,123,1819,232,15,26,68,1216,9747,2757
"4650",8,13,39,628,343,193,14,35,59,1515,10450,2993
"4651",9,14,59,270,181,96,16,23,57,2290,4096,3854
"4652",15,14,48,195,362,100,15,22,60,668,4710,1335
"4653",10,19,27,822,325,572,12,26,49,789,33572,3821
"4654",7,10,34,898,668,933,12,21,63,1890,3755,2479
"4655",7,17,32,1417,578,246,11,23,54,1311,44049,2564
"4656",10,13,45,225,437,2101,13,26,54,1616,8974,2225
"4657",13,30,34,419,98,447,13,25,65,1270,2194,2007
"4658",14,16,26,372,290,752,15,25,57,1625,1743,1697
"4659",13,21,35,517,349,1623,17,23,74,3990,813,2343
"4660",15,11,54,737,138,465,12,27,48,1233,1894,2025
"4661",12,19,54,342,190,597,17,25,51,1285,97492,1980
"4662",10,17,36,764,1376,469,13,26,57,1720,14194,2295
"4663",8,14,29,299,115,802,16,24,62,1221,3378,2821
"4664",9,14,52,232,400,79,15,34,60,1768,6677,1055
"4665",7,23,32,2582,1937,153,18,22,69,3476,36776,1302
"4666",10,13,31,804,244,211,14,24,92,1157,4793,909
"4667",9,13,35,2034,605,4765,14,19,39,1074,2863,1690
"4668",7,10,30,420,2679,697,13,36,61,1457,28858,2356
"4669",10,22,76,849,1168,444,11,25,80,1718,10764,1823
"4670",8,20,49,214,295,72,15,23,54,2133,2980,1191
"4671",12,17,49,442,723,305,14,23,63,1379,8700,2357
"4672",10,11,30,403,656,2152,14,22,72,2753,171655,1875
"4673",10,23,26,1055,197,121,12,24,63,2270,1757,567
"4674",7,11,30,466,277,765,17,31,49,2484,3677,1315
"4675",8,21,32,294,147,1300,12,23,70,1977,6117,1164
"4676",12,15,28,171,159,344,12,35,50,2896,3966,2376
"4677",11,21,28,349,122,101,15,25,41,2395,26247,2937
"4678",11,20,43,92,1381,81,17,29,45,1819,2023,1384
"4679",14,32,30,238,1083,138,14,24,56,2131,5840,3156
"4680",13,30,44,341,153,200,17,23,49,1717,2340,3150
"4681",13,15,24,1003,2471,711,14,26,68,2639,1226,796
"4682",12,15,25,326,326,147,15,23,49,4260,7308,1419
"4683",9,17,34,101,345,354,20,25,61,2998,5302,1732
"4684",12,14,43,297,243,142,16,30,61,1339,11287,1640
"4685",13,11,41,395,181,1768,15,17,63,1514,2468,3088
"4686",9,29,24,80,123441,722,16,26,63,1584,57377,483
"4687",10,11,24,158,2285,294,15,22,45,3228,7118,900
"4688",8,17,51,39,5188,1328,15,25,53,1251,3048,10046
"4689",14,16,36,274,731,542,15,27,60,3819,2902,3702
"4690",9,23,77,1481,98,340,12,21,57,1297,5543,2600
"4691",10,14,40,403,613,208,13,20,86,2717,9129,3599
"4692",7,14,26,116,3082,3002,15,26,84,2911,4105,1548
"4693",7,22,36,1360,563,511,21,23,47,2633,3769,837
"4694",12,17,42,441,85,235,15,23,54,1068,1853,2981
"4695",9,12,30,248,724,249,12,26,48,1269,7247,3474
"4696",9,11,28,492,187,750,15,25,52,2247,41484,4382
"4697",7,13,34,592,2044,699,12,21,49,652,41903,1296
"4698",9,20,36,1227,397,213,13,26,61,1505,20579,1681
"4699",11,11,29,717,309,70,16,25,59,3118,1898,2550
"4700",10,18,40,506,38873,684,13,25,73,5139,1660,3044
"4701",8,12,40,217,556,1351,17,22,43,1377,2067,1585
"4702",12,16,34,428,278,85,18,25,118,1218,6556,736
"4703",8,12,32,267,535,215,14,28,42,1736,6461,2346
"4704",7,12,53,275,713,769,13,25,59,433,2103,1420
"4705",17,20,48,461,2044,171,13,29,56,1377,963,4589
"4706",9,18,30,530,581,151,13,23,51,1670,9910,4105
"4707",11,25,15,1676,419,92,18,31,67,6065,6390,1459
"4708",7,18,43,210,326,3553,15,26,52,1859,2305,1201
"4709",10,14,46,1588,125,174,19,22,59,1021,4995,1101
"4710",9,20,21,638,359,369,19,21,62,974,23383,675
"4711",10,14,33,237,2399,2611,14,24,51,1334,41765,1100
"4712",13,15,38,249,312,1907,15,24,77,1893,1189,2557
"4713",8,24,30,394,197,377,17,31,64,1552,3462,1723
"4714",11,31,39,329,789,404,15,27,55,1200,2956,3691
"4715",9,22,32,2430,3095,147,15,23,61,1058,3983,5374
"4716",9,17,36,729,578,122,15,27,60,2333,15720,6276
"4717",9,15,57,122,2208,218,19,27,55,3964,1081,2566
"4718",11,26,27,510,602,544,16,23,54,1281,2006,2398
"4719",9,17,45,965,495,1396,20,23,57,1171,18721,1045
"4720",15,15,41,617,364,1555,16,35,57,916,18160,1147
"4721",8,16,29,116,179,522,11,30,54,1930,1193,1274
"4722",8,20,43,683,899,217,14,20,64,2465,1234,2106
"4723",13,13,30,464,235,952,19,29,79,1008,861,3055
"4724",9,19,43,282,483,164,17,34,66,1676,31179,1367
"4725",12,22,38,1098,139,173,15,35,65,1247,1829,608
"4726",13,21,30,278,3223,583,13,21,59,1390,4588,1198
"4727",10,19,45,192,577,131,13,18,59,2151,3351,1078
"4728",11,13,64,353,337,167,19,25,57,4577,68732,563
"4729",7,11,42,2260,320,401,15,22,57,1599,12606,693
"4730",11,15,33,151,354,1581,16,23,66,2541,4876,804
"4731",9,18,41,85,104,569,13,20,50,1017,2501,1533
"4732",10,13,41,168,723,1285,15,29,59,878,2457,800
"4733",10,20,41,328,269,334,12,22,46,1709,5028,1318
"4734",11,16,19,206,343,501,14,21,83,1903,12770,2438
"4735",9,12,39,169,1419,103,15,23,50,2647,115306,862
"4736",11,18,41,1173,458,164,15,21,50,1230,2366,1347
"4737",12,11,35,263,2248,367,18,26,65,2540,4751,3931
"4738",11,16,25,176,499,503,16,19,62,1111,92654,481
"4739",13,13,42,2930,160,178,15,25,59,1568,3618,1064
"4740",10,20,39,156,11610,2475,18,33,68,1991,1431,1903
"4741",11,14,27,96,202,140,15,31,76,3040,4715,901
"4742",11,23,36,1901,941,470,14,19,77,1300,7978,510
"4743",13,17,68,727,5432,683,13,24,68,1314,4254,4386
"4744",9,21,37,958,598,191,18,25,71,1856,2226,1458
"4745",7,17,42,700,551,467,12,24,62,1453,4074,1614
"4746",14,22,26,794,4052,1181,13,25,43,2423,5296,2536
"4747",9,14,43,580,665,110,18,28,57,2831,19730,2330
"4748",8,15,29,2105,105,563,17,27,63,3163,4026,2626
"4749",12,25,42,652,376,257,17,20,54,2021,9563,3890
"4750",8,15,34,796,334,268,20,22,60,8949,3107,2834
"4751",7,17,35,228,1118,395,14,31,48,1419,22810,2741
"4752",17,14,50,131,1035,327,13,23,59,2262,128772,2897
"4753",8,48,44,737,193,707,15,23,55,2838,4486,625
"4754",9,19,32,365,791,616,14,30,56,984,30290,717
"4755",9,16,56,113,1070,122,14,41,50,1838,5641,1660
"4756",10,27,31,372,60,195,14,26,50,2146,6623,1458
"4757",7,15,39,373,963,318,17,20,64,1115,4062,2309
"4758",8,16,35,1828,1154,717,14,26,55,1271,3719,885
"4759",10,16,32,49,404,51,27,30,65,2687,1679,2816
"4760",13,26,29,421,749,154,14,28,45,2388,3377,824
"4761",7,12,30,2478,215,819,20,20,49,1403,17197,1827
"4762",12,21,24,2575,1066,85,14,25,47,2632,6203,1996
"4763",7,15,30,771,249,853,12,26,63,2391,53617,2825
"4764",10,10,30,337,974,150,24,20,67,4084,2912,699
"4765",9,18,42,94,1603,268,17,23,73,1316,1630,1157
"4766",8,12,63,585,1086,251,16,24,47,2271,86921,880
"4767",10,17,41,262,98,654,17,40,73,2524,7655,2428
"4768",14,16,27,78,3132,729,12,23,61,4188,1039,1393
"4769",11,16,36,434,969,1973,13,24,71,1207,3397,2163
"4770",11,24,50,162,562,1184,13,34,78,1686,3117,582
"4771",8,12,32,437,323,225,14,21,55,810,1209,2841
"4772",9,12,31,141,164,292,13,18,74,882,6003,7270
"4773",19,19,30,2092,424,310,17,37,58,2357,3355,945
"4774",15,28,37,334,848,527,16,34,57,1041,3293,906
"4775",7,23,43,256,139,139,17,26,64,3156,1780,1908
"4776",11,10,52,92,6956,219,15,24,54,1386,3238,786
"4777",9,14,27,630,351,255,18,28,55,1798,5553,659
"4778",12,12,43,532,2610,207,18,30,59,5357,6590,1036
"4779",15,18,31,176,856,987,14,34,59,1389,17930,1033
"4780",13,10,34,389,2174,648,19,29,51,922,2621,775
"4781",12,13,26,115,250,1202,13,27,58,1608,998,5717
"4782",7,24,24,617,217,854,13,27,57,2428,3816,1280
"4783",17,22,30,554,163204,191,16,24,61,1694,2578,748
"4784",9,25,42,197,682,1325,15,30,68,873,5124,1356
"4785",12,18,48,964,124,58,15,24,46,2331,2384,2679
"4786",8,21,32,127,235,1065,22,20,50,4013,9236,1410
"4787",11,19,30,265,264,296,12,27,55,4783,1527,2846
"4788",9,17,63,63,149,1972,17,21,61,1276,2439,1798
"4789",9,13,63,1049,472,934,12,19,51,827,1487,695
"4790",12,14,28,671,2674,461,15,23,49,1252,1053,1519
"4791",8,10,33,327,309,662,14,27,58,649,5425,1408
"4792",11,14,33,150,931,263,12,21,78,2618,731072,2778
"4793",10,11,35,793,430,393,14,30,68,1112,2531,1792
"4794",14,12,48,504,776,512,12,29,62,3527,43041,2610
"4795",7,15,53,270,2691,119,14,28,46,2803,39543,2790
