"","lav1","lav2","lav3","lav4","lav5","lav6","høj1","høj2","høj3","høj4","høj5","høj6"
"7812",14,19,27,616,27696,214,16,27,54,2541,7863,4688
"7813",9,17,31,87,670,617,15,26,74,2043,1597,1414
"7814",14,15,30,451,345,1976,13,26,52,3456,3417,653
"7815",6,11,39,254,295,441,14,26,57,1396,6250,2757
"7816",11,16,40,157,633,2958,15,20,47,2493,1327,1845
"7817",10,14,28,342,223,463,17,28,47,862,2639,938
"7818",11,18,37,2287,327,409,14,24,67,1211,7407,940
"7819",12,18,26,331,211,1036,16,23,64,1682,3433,2040
"7820",10,18,23,1394,392,236,15,24,55,927,8489,1343
"7821",7,19,27,114,1492,107,14,20,76,795,3504,943
"7822",10,19,63,330,1227,173,14,19,54,1472,5619,1324
"7823",10,11,48,1267,3996,195,12,22,59,1166,13524,2685
"7824",11,13,71,233,279,120,15,34,46,1829,19689,1835
"7825",11,16,34,425,342,287,13,30,61,868,22143,1727
"7826",7,18,42,281,255,537,15,27,72,1583,5119,2694
"7827",11,22,47,368,252,407,15,26,55,606,5804,1247
"7828",9,10,30,80,109,502,12,21,44,1290,5658,3044
"7829",9,16,28,3638,86,203,16,19,56,1073,4114,3027
"7830",13,15,30,552,73,413,14,21,82,1784,1967,2652
"7831",13,13,46,236,238,1436,16,24,46,1522,11078,793
"7832",10,18,31,280,285,2208,14,21,61,977,1637,497
"7833",8,18,28,428,977,225,13,22,56,853,14270,2582
"7834",12,14,23,463,158,3622,20,26,60,1731,2333,977
"7835",13,9,39,670,232,122,14,22,54,1034,6548,1858
"7836",9,12,32,161,3588,544,13,24,46,4180,6731,2310
"7837",9,18,54,339,829,120,19,23,62,1811,4221,1797
"7838",11,22,60,122,535,1965,16,20,46,1498,53883,868
"7839",12,18,37,1660,1136,280,11,19,61,2199,7592,2117
"7840",11,13,37,158,806,2346,13,26,69,1755,2738,4053
"7841",9,11,26,841,505,95,21,29,72,1256,1612,1005
"7842",9,16,35,220,2206,128,15,23,78,2607,849,2023
"7843",11,18,49,1863,138,131,16,22,82,3034,27913,1301
"7844",12,19,31,733,1087,403,13,22,59,725,33394,1515
"7845",7,10,42,81,832,1399,12,23,61,1414,1658,4528
"7846",11,20,57,151,632,126,13,25,73,1064,1781,1297
"7847",10,19,36,468,1892,467,22,25,53,1732,2895,2362
"7848",9,15,45,336,2131,262,15,25,55,2473,7104,2985
"7849",10,15,32,232,139,598,14,28,48,1124,1778,935
"7850",13,14,38,331,718,996,15,21,80,1731,11418,1775
"7851",12,17,27,86,1130,673,17,20,78,2569,3848,4326
"7852",9,18,70,395,245,1878,15,36,65,994,718,1668
"7853",9,10,27,2357,315,187,14,25,55,2206,4295,1010
"7854",9,16,22,257,727,1148,15,25,51,823,31110,2224
"7855",8,13,52,224,1239,124,14,24,63,1877,1186,1036
"7856",14,27,26,92,184,289,13,26,54,1505,12244,2527
"7857",12,15,33,511,192,383,20,27,72,3562,6870,1058
"7858",10,11,32,231,75,1238,18,21,58,1323,1602,1835
"7859",13,17,40,411,5003,715,14,21,55,882,2050,2259
"7860",12,22,46,487,106,307,12,22,68,3761,1369,1284
"7861",13,17,23,262,790,795,14,23,52,1632,3923,1078
"7862",10,18,39,1505,480,645,13,18,65,1148,23928,1235
"7863",8,18,31,126,103,128,15,21,54,3309,3427,4531
"7864",20,21,19,267,393,248,22,22,58,2523,48012,3013
"7865",14,18,43,190,290,1865,12,29,57,2847,13802,1888
"7866",9,19,26,176,584,833,14,27,70,1459,5574,1325
"7867",8,24,37,318,390,316,15,28,54,1903,5858,1557
"7868",11,15,31,650,95,197,14,25,50,1589,1701,2503
"7869",10,13,38,597,354,271,15,22,66,1829,4568,1345
"7870",11,17,46,466,619,753,13,30,76,2135,1741,2947
"7871",10,16,46,235,1277,187,13,29,57,893,4369,3004
"7872",12,21,40,799,237,910,12,26,71,771,1180,868
"7873",6,15,24,138,1836,328,14,37,51,879,19454,1134
"7874",8,17,26,276,75,228,17,29,62,922,4051,2532
"7875",12,15,36,488,336,211,16,24,54,1795,2664,1411
"7876",8,24,41,239,376,522,16,24,73,5295,165358,1365
"7877",11,15,24,197,125,399,17,22,64,2037,47566,3002
"7878",10,18,42,1186,81,528,12,25,77,3317,12344,1326
"7879",8,19,46,1991,286,307,13,26,44,1704,11974,2246
"7880",10,16,33,706,918,713,18,18,54,3025,1569,698
"7881",12,18,29,2301,207,396,18,19,60,1516,3063,2183
"7882",10,19,26,379,1184,225,19,23,55,1763,3112,2054
"7883",12,17,39,211,2145,633,15,27,61,1218,2117,2838
"7884",8,17,30,437,34356,628,16,25,50,1181,10950,2648
"7885",14,16,33,339,102,271,15,21,55,1285,11537,1256
"7886",14,17,30,184,6719,2395,14,22,67,2432,80283,739
"7887",6,14,20,216,227,394,11,22,53,4930,82487,2668
"7888",10,21,20,981,566,525,12,23,63,1943,13240,1280
"7889",11,17,31,930,130,1103,14,18,46,3181,9218,1592
"7890",10,21,35,330,549,292,12,27,44,1079,104584,3185
"7891",9,15,40,173,1764,273,16,19,44,3968,13235,2386
"7892",9,14,51,269,248,184,15,24,53,1685,2923,2021
"7893",12,18,51,477,238,227,14,23,72,1935,105290,1797
"7894",7,11,68,1094,731,268,13,28,65,2654,893,3285
"7895",8,17,36,173,456,319,11,22,80,1807,1703,3180
"7896",8,21,34,264,82,761,12,34,64,545,28958,1462
"7897",16,23,58,242,8777,320,12,21,53,720,10557,2369
"7898",12,13,28,1469,608,1058,14,20,62,4439,7453,1615
"7899",9,12,48,661,919,1167,14,24,52,607,76618,1426
"7900",9,18,22,117,297,273,13,26,52,2397,1798,1462
"7901",13,19,31,114,1752,3388,16,23,84,4236,5938,1501
"7902",9,14,25,279,369,763,14,25,63,1490,1163,1684
"7903",8,17,43,197,3571,324,15,25,54,858,26306,1328
"7904",11,23,34,322,544,744,13,28,60,1413,9248,3286
"7905",11,11,44,1915,168,928,13,35,39,1217,1335,4309
"7906",9,12,28,1807,102,94,14,25,51,3196,5248,635
"7907",11,14,32,220,1361,1191,21,23,56,1684,732,819
"7908",9,19,27,424,1137,343,12,26,50,1684,2072,1159
"7909",14,20,55,1994,750,1609,17,33,54,2379,46485,2309
"7910",8,20,40,1034,1161,210,18,26,60,2749,1410,1635
"7911",8,11,30,141,226,580,13,25,41,1612,53018,3444
"7912",12,13,49,2758,139,522,14,21,49,2371,6876,3641
"7913",10,27,48,369,6700,176,14,30,77,3029,693,1376
"7914",7,14,40,262,331,864,13,17,60,2789,22700,2179
"7915",9,16,33,483,400,267,18,22,53,1524,1180,1570
"7916",7,18,52,313,141,1418,13,32,59,1419,13609,735
"7917",10,18,34,151,848,506,15,21,48,1581,46603,1311
"7918",9,11,27,162,2676,2975,13,24,81,2982,5075,2179
"7919",13,17,35,536,430,737,14,26,47,1051,10383,1280
"7920",9,16,40,273,433,1880,14,20,61,2242,3632,5973
"7921",9,12,58,205,872,848,12,24,43,1275,21142,2835
"7922",9,13,27,1131,585,152,13,29,45,1262,1280,1980
"7923",12,18,57,4366,230,629,11,28,63,881,5081,2150
"7924",13,17,32,150,140,308,15,23,65,3402,3301,3534
"7925",10,21,23,394,270,677,13,21,86,4093,2862,1114
"7926",9,18,25,905,468,274,13,36,53,2095,3906,2438
"7927",10,15,26,493,13274,708,15,26,54,2840,2817,2083
"7928",7,16,35,821,1176,115,17,26,61,638,29202,1630
"7929",8,14,33,328,310,89,13,23,78,2299,7228,846
"7930",7,17,47,304,2516,519,13,31,67,1678,1868,1032
"7931",9,15,32,287,486,339,12,22,85,2892,3206,1568
"7932",9,19,30,172,10703,191,16,20,73,1242,100057,2480
"7933",14,15,33,799,221,300,15,21,61,1459,5410,386
"7934",9,16,39,315,143,935,14,23,59,2263,24050,1034
"7935",11,20,31,389,584,354,14,36,71,4998,9135,2547
"7936",11,15,26,173,159,129,15,19,74,1867,1422,2553
"7937",12,20,49,367,985,231,14,20,56,1400,7152,1265
"7938",9,22,35,297,450,130,16,34,53,1292,2132,1757
"7939",8,11,56,2665,255,563,15,27,56,2900,8513,2701
"7940",12,14,35,217,1158,1147,16,27,55,1261,2190,1223
"7941",15,29,23,833,380,1653,13,20,62,892,1650,831
"7942",14,30,26,219,222,180,17,24,58,4667,3973,2120
"7943",11,13,29,1353,324,837,19,27,63,1678,1262,2398
"7944",13,17,37,220,195,903,14,25,50,2339,10440,1338
"7945",11,19,29,299,249,549,17,28,103,2014,1318,1209
"7946",10,19,26,126,506,156,19,33,44,481,4251,3148
"7947",8,18,38,131,347,155,15,27,68,2601,11065,1109
"7948",8,17,26,884,219,169,14,22,56,2134,2065,875
"7949",8,14,18,901,481,3080,17,22,45,1349,182771,1688
"7950",9,18,41,532,362,1521,13,25,67,830,1850,526
"7951",6,15,26,590,206,1514,17,20,43,1267,12510,909
"7952",11,26,37,395,2315,405,21,22,75,2188,2325,2567
"7953",12,16,44,357,3093,707,13,26,59,599,2358,1140
"7954",10,22,37,441,255,308,14,38,57,936,18822,3909
"7955",7,16,27,887,184,561,12,19,71,3742,1226,1190
"7956",8,22,36,446,2752,219,12,24,56,1950,2472,563
"7957",10,11,37,123,2062,396,15,19,44,3470,22793,1995
"7958",8,21,41,173,449,143,13,32,39,3107,4885,1813
"7959",13,17,28,1994,864,609,12,31,74,1676,12547,2094
"7960",9,20,22,177,462,439,13,21,52,1965,26867,1048
"7961",7,19,67,230,220,428,11,24,50,2142,2214,5952
"7962",15,18,29,119,1878,412,20,25,79,1028,5450,638
"7963",8,14,25,319,264,132,11,27,45,2552,28376,1074
"7964",13,20,40,616,197,185,13,27,50,2796,480436,973
"7965",9,20,36,535,97,163,13,26,45,1156,10325,2623
"7966",14,20,23,96,333,501,18,24,50,1175,2633,990
"7967",9,17,28,1403,454,401,15,27,78,896,6603,1526
"7968",10,20,32,769,320,457,13,33,67,1877,2178,3695
"7969",9,15,31,895,345,133,19,28,62,2439,2394,2786
"7970",15,21,35,77,1077,687,15,21,48,2180,7723,6229
"7971",9,14,20,1364,723,307,14,24,60,1456,5555,2663
"7972",9,13,49,288,152,364,14,30,82,746,23630,3778
"7973",21,16,29,206,166,361,13,28,80,1603,13764,2536
"7974",9,17,70,94,426,436,16,20,47,3072,1207,3631
"7975",12,13,21,585,627,149,13,25,51,1233,915,3259
"7976",9,24,34,516,2733,175,16,27,82,6021,1544,2879
"7977",8,12,32,67,876,1329,12,20,62,1005,34707,972
"7978",8,16,34,130,404,2224,16,24,68,3397,132505,2481
"7979",11,17,36,206,241,408,17,20,52,1209,12391,3908
"7980",11,21,29,480,4260,554,12,29,54,1057,2077,1780
"7981",8,13,54,767,202,220,13,24,75,3670,73866,3726
"7982",11,16,40,417,270,810,13,24,50,3375,12627,2881
"7983",10,14,27,107,10024,1324,13,18,40,1371,2781,1912
"7984",9,15,43,824,563,650,13,29,55,1027,3168,2259
"7985",9,17,46,728,2298,283,13,29,68,459,1795,2111
"7986",12,16,18,271,942,204,17,20,105,2501,1876,2014
"7987",11,18,31,378,158,1808,12,22,86,3926,980,2320
"7988",12,27,40,128,320,96,20,30,45,2360,26932,2080
"7989",9,18,42,1191,216,601,22,28,51,2350,4988,706
"7990",10,25,34,3632,94,389,15,24,59,1468,3922,1666
"7991",17,13,32,110,517,360,17,25,50,3120,4167,2220
"7992",14,19,30,404,1515,676,14,26,89,4174,12557,704
"7993",10,17,36,409,125,472,13,24,56,5681,2785,1497
"7994",9,23,32,108,411,1009,16,18,65,2004,1544,1703
"7995",10,26,28,701,475,165,15,23,61,2000,1143,1879
"7996",10,18,41,147,44958,466,18,34,64,1410,11280,947
"7997",16,13,31,1540,231,344,12,32,76,1574,7928,1413
"7998",11,26,50,828,2292,352,12,23,48,2400,4118,1371
"7999",8,16,34,221,136,401,12,24,70,2496,18464,3073
"8000",18,19,82,163,88,271,11,24,43,2843,8316,1400
"8001",14,12,31,85,1017,2202,14,28,57,2993,1793,1088
"8002",11,32,35,257,392,1519,13,25,67,2498,9784,543
"8003",9,10,32,178,1869,151,17,20,67,628,5230,1175
"8004",9,28,23,225,94,1492,13,31,67,1931,5818,1968
"8005",9,17,53,494,517,355,13,30,65,1051,1198,716
"8006",8,14,32,493,218421,274,12,19,55,1791,1344,760
"8007",7,11,29,96,950,976,16,23,69,1038,2780,1741
"8008",9,10,38,265,255,199,17,25,93,1066,1581,842
"8009",8,12,69,1273,221,620,24,20,55,1686,93137,2341
"8010",7,21,29,134,3013,169,16,23,61,779,5582,2347
"8011",12,14,53,291,6958,222,20,29,43,1584,2898,506
"8012",13,15,38,182,240,1017,14,22,53,1611,4775,1556
"8013",9,25,50,158,110,222,19,18,50,1293,2071,2020
"8014",10,14,53,278,1285,215,13,20,48,2574,4981,3165
"8015",7,28,25,167,837,177,19,25,55,1454,5942,1152
"8016",10,15,36,269,348,399,13,21,59,1713,3979,1749
"8017",9,16,41,53,130,525,18,25,74,448,2491,1141
"8018",10,25,28,452,1020,164,16,22,50,1206,2001,1588
"8019",8,13,35,152,1904,181,13,31,69,666,65071,1237
"8020",10,19,47,508,612,335,17,18,51,5653,41960,2048
"8021",8,18,40,65,96,341,12,24,55,1609,15691,3390
"8022",11,16,35,608,633,1215,13,30,61,2180,10713,2975
"8023",12,14,37,473,4017,1465,15,24,48,2633,2576,1184
"8024",10,16,55,339,220,145,19,24,72,2230,7722,1761
"8025",11,11,30,811,247,3432,18,23,58,1568,4570,2385
"8026",9,13,32,1748,1465,195,14,28,58,2603,674901,3964
"8027",11,11,50,580,651,765,16,29,56,1215,4451,989
"8028",10,23,58,861,265,756,22,25,45,2638,10056,533
"8029",11,20,27,88,62,310,13,22,69,1004,2181,1838
"8030",9,20,47,134,191,466,16,25,77,1101,2279,2643
"8031",10,17,47,2140,554,1579,18,20,53,2163,6145,1065
"8032",10,22,27,48,253,214,17,22,61,4216,1809,1718
"8033",9,22,28,314,424,396,17,23,77,2483,1679,2202
"8034",12,26,52,141,80,789,13,22,52,2021,4730,2084
"8035",9,30,62,236,2440,139,16,27,68,2267,6798,1937
"8036",13,18,37,367,256,141,16,22,51,1997,43191,1095
"8037",12,14,42,151,1126,639,15,30,47,3131,3318,1370
"8038",13,19,27,98,1378,109,12,31,57,1588,3116,3117
"8039",7,17,31,408,1894,208,12,18,81,627,8956,3413
"8040",10,12,23,802,91,825,11,24,72,1548,2655,1396
"8041",11,17,27,222,271,261,18,23,43,4098,6394,2951
"8042",10,13,35,164,798,2013,14,23,83,1956,1812,1975
"8043",15,16,20,350,290,266,13,21,43,2657,1238,7743
"8044",8,15,40,439,216,307,17,37,55,1220,1313,1082
"8045",9,29,28,322,29398,286,14,21,48,1253,20742,887
"8046",16,21,37,711,1658,318,12,31,49,1217,6554,1424
"8047",9,22,25,721,116,362,11,30,54,1084,766509,2311
"8048",9,19,31,402,938,1083,19,24,56,1832,6921,974
"8049",10,21,52,867,3411,196,12,25,49,2047,3294,2590
"8050",7,21,28,575,884,645,23,24,63,1467,8202,1530
"8051",17,14,45,335,522,2473,16,30,54,1379,40273,3173
"8052",7,26,54,925,443,214,12,27,64,1061,5226,1516
"8053",9,16,31,104,381,3037,13,36,60,2015,4475,2346
"8054",13,13,42,265,431,627,22,34,70,1053,2731,1537
"8055",14,17,31,514,1164,1002,13,27,107,3911,645,2124
"8056",7,20,42,262,262,305,15,26,53,2624,689,1122
"8057",7,14,36,1812,200,165,14,27,60,950,4195,1449
"8058",9,35,23,550,285,356,13,20,40,1263,1486,1943
"8059",9,16,79,223,101,2086,13,32,57,1268,10006,1664
"8060",15,22,19,190,1045,1743,21,29,39,1097,12196,1212
"8061",8,16,22,315,1945,442,13,25,55,1361,2443,1768
"8062",6,22,43,244,248,1723,11,30,55,716,1023,3310
"8063",7,22,41,67,31516,78,15,21,57,4563,22532,1253
"8064",9,15,27,1383,1114,1586,18,21,63,2759,1574,1830
"8065",9,17,47,1107,855,166,15,27,45,723,1873,2568
"8066",16,16,41,479,890,393,17,26,71,1791,5454,3387
"8067",9,16,48,668,807,86,15,23,61,4841,2124,982
"8068",10,22,24,355,1741,828,16,20,57,1176,3087,1650
"8069",16,13,43,845,255,729,14,31,40,2330,16237,3362
"8070",11,15,45,393,1180,1951,13,27,67,2451,3355,1140
"8071",10,14,46,231,550,1021,12,26,55,966,2296,2787
"8072",8,18,31,145,4462,620,14,21,52,1361,1574,2798
"8073",11,20,49,591,217,865,15,31,54,1572,2067,3442
"8074",13,21,35,1290,303,1005,18,22,68,1344,1482,3824
"8075",10,12,21,55,460,278,13,24,67,3103,10850,2965
"8076",13,20,36,1233,388,644,13,29,61,1474,857,1337
"8077",9,23,38,246,499,903,19,37,48,1500,17099,2840
"8078",9,24,26,648,1168,260,14,21,62,1094,1349,1944
"8079",9,13,40,837,735,150,14,28,49,1637,49453,565
"8080",8,11,35,1747,387,264,13,24,67,2033,3040,1762
"8081",14,26,29,189,165,126,17,22,66,883,23773,1842
"8082",8,28,35,589,136,2852,12,27,67,1665,3822,1950
"8083",12,16,34,503,165,116,12,19,66,675,984,1681
"8084",10,20,24,202,139,361,13,26,58,1589,1168,2638
"8085",10,13,38,437,95,306,12,21,48,1460,7031,826
"8086",8,12,42,245,377,139,17,31,80,1522,5041,943
"8087",9,15,53,165,1936,409,16,24,57,2188,702,2422
"8088",14,10,26,323,278,100,15,27,45,2235,5077,1150
"8089",10,25,28,361,1101,615,13,21,51,1760,3236,2654
"8090",12,28,26,745,102,561,12,28,70,644,11477,1666
"8091",9,15,38,88,1900,661,21,22,57,1769,1577,1525
"8092",12,13,34,458,83,1102,15,24,60,1200,2289,1371
"8093",12,12,34,138,432,361,14,23,61,1746,488,1030
"8094",12,14,43,878,354,874,12,21,77,1625,1306,1539
"8095",8,22,32,1033,332,172,12,27,55,2360,10353,1091
"8096",11,16,28,998,178,514,14,26,46,1472,1318,2383
"8097",11,20,32,426,108,857,16,24,55,1358,9198,1415
"8098",12,18,35,147,295,417,13,34,57,950,3238,1290
"8099",10,23,33,1899,165,118,12,22,68,862,3631,1568
"8100",12,13,26,265,431,565,13,19,45,1081,1844,1199
"8101",10,14,49,331,4576,1684,17,34,57,2233,4156,3259
"8102",10,18,45,53,733,223,15,23,65,694,10748,5452
"8103",10,21,32,800,347,2328,12,19,57,2128,3209,1348
"8104",10,12,34,275,2976,759,12,19,55,875,1357,2525
"8105",9,15,34,93,715,352,11,29,49,2706,6209,1535
"8106",9,13,52,150,124,282,16,26,47,1914,3477,1365
"8107",7,23,28,342,260,929,19,19,43,906,5513,662
"8108",15,14,72,1834,272,461,12,25,58,4832,2187,1442
"8109",11,22,29,156,90,1218,16,25,65,2591,4762,880
"8110",9,16,32,1116,1669,269,12,35,50,1567,8404,854
"8111",10,12,56,322,15082,131,17,27,44,873,5202,1814
"8112",8,25,38,150,230,186,16,21,44,1012,4437,1550
"8113",10,16,26,308,134,1149,16,25,57,1082,1927,2543
"8114",18,28,24,1252,560,436,12,22,40,2996,7072,1312
"8115",11,11,57,670,210,1941,12,24,51,1672,27717,1409
"8116",15,21,42,162,154,165,15,28,73,973,27895,3304
"8117",9,20,21,228,170,1263,15,23,50,2898,45807,2004
"8118",7,14,44,165,9507,1513,15,20,47,2026,295641,2233
"8119",11,19,48,1202,311,253,23,22,65,1625,3712,980
"8120",8,19,34,299,725,159,14,32,53,2502,182583,3879
"8121",8,19,62,206,621,894,17,35,74,757,16004,1769
"8122",12,13,47,477,188,1013,16,27,56,2034,10825,873
"8123",11,19,58,265,855,1715,14,27,61,1270,3283,2072
"8124",13,17,37,138,2812,284,14,25,49,1898,4891,1552
"8125",9,15,26,1203,10776,824,19,24,63,1837,13978,2495
"8126",12,17,33,368,5598,219,14,25,73,3687,2516,2314
"8127",11,21,26,588,251,204,14,18,52,1060,5718,1255
"8128",8,10,19,289,84,3972,12,20,56,2556,18631,726
"8129",10,12,32,68,574,4094,14,29,49,808,8775,4806
"8130",12,16,43,135,267,255,13,21,46,4293,33096,1155
"8131",8,16,39,1928,9856,125,14,17,41,325,1546,2247
"8132",9,15,26,203,191,414,15,24,64,2657,1444,1642
"8133",10,20,42,435,48752,4447,14,20,55,1428,3146,2051
"8134",7,14,22,340,112,299,18,25,70,694,1792,1158
"8135",8,14,30,998,152,840,17,25,64,911,2049,1860
"8136",9,13,20,2017,1517,1823,14,26,68,2056,26367,1576
"8137",10,24,46,678,342,235,12,39,55,2865,14762,2071
"8138",11,21,35,260,408,1597,22,23,63,2997,26912,1301
"8139",9,30,28,586,766,403,16,27,67,2263,12902,971
"8140",10,14,42,433,1812,302,12,23,58,1078,2790,1562
"8141",9,23,29,126,958,1228,13,26,70,2345,10434,2460
"8142",13,16,69,217,6389,675,19,27,50,1401,2895,8941
"8143",9,17,52,148,95,413,21,22,64,4161,21530,1710
"8144",14,12,39,255,352,251,18,19,61,2444,4101,1261
"8145",9,17,72,363,378,3886,13,27,62,1675,1905,2887
"8146",10,14,23,2422,401,287,14,24,66,958,22777,1385
"8147",10,14,50,405,119,615,16,24,57,2113,16040,3952
"8148",9,14,53,1220,332,486,15,26,63,3152,1066,1417
"8149",10,10,29,110,251,1452,13,27,59,1205,17473,3603
"8150",9,11,36,252,88,97,13,21,55,1423,4577,845
"8151",9,20,53,453,1612,269,18,23,48,1728,7137,2018
"8152",10,18,30,188,496,394,18,18,48,4923,3310,1311
"8153",7,19,33,165,272,334,15,18,66,1780,55808,3023
"8154",8,26,56,557,179,865,15,21,60,3970,38973,986
"8155",9,19,29,729,1918,167,15,21,62,1148,3972,1567
"8156",14,16,35,386,308,131,14,26,52,4125,2936,6859
"8157",10,18,37,1482,285,526,12,26,74,2096,15618,3335
"8158",9,19,34,116,138,1260,14,19,50,1069,14162,993
"8159",10,20,39,2226,218,69,18,22,59,529,28170,1820
"8160",8,23,69,362,219,611,14,22,57,1547,2861,5958
"8161",12,22,23,217,97,90,15,21,52,1734,14117,1141
"8162",12,16,25,267,2153,131,16,31,70,1147,3620,1041
"8163",12,16,39,114,970,1791,12,28,58,3178,4934,2274
"8164",10,12,33,647,1262,1602,21,29,43,1091,5560,4372
"8165",10,15,49,222,951,1142,12,18,71,1235,1791,6294
"8166",11,24,46,328,46,405,14,21,56,1905,1531,2489
"8167",5,18,34,650,187,236,15,26,55,1757,3945,1353
"8168",10,16,28,910,2752,483,14,23,56,4040,20492,1453
"8169",8,19,31,375,15771,924,13,25,70,1050,3473,941
"8170",9,17,30,364,420,448,14,19,58,7452,2084,2587
"8171",9,13,30,834,2610,214,12,29,49,3373,2466,952
"8172",9,18,30,154,184,452,14,23,82,1911,1781,2048
"8173",8,15,39,667,422,1172,14,38,75,1473,134623,1095
"8174",15,17,52,154,2169,525,15,23,57,1810,4193,1433
"8175",9,19,53,193,564,1540,13,25,64,2073,2807,1458
"8176",12,18,39,1516,655,268,15,24,79,1469,7448,2791
"8177",9,22,51,180,388,124,12,27,55,1762,8192,2069
"8178",9,21,37,306,260,94,13,27,74,3235,2743,2488
"8179",9,16,49,1295,760,355,18,22,44,1653,36906,3495
"8180",15,16,66,529,127,163,16,35,122,3164,2247,1288
"8181",8,14,34,253,198,174,14,22,43,4434,1618,1407
"8182",12,15,35,199,1700,1645,14,18,54,1677,1769,5277
"8183",6,15,37,101,668,168,14,20,79,1862,958,2304
"8184",15,14,40,804,3773,1084,14,21,61,1400,2848,1284
"8185",10,15,29,177,4054,731,13,22,78,1816,19514,1154
"8186",13,14,47,919,165,358,16,24,50,1144,1918,2081
"8187",9,25,29,866,274,982,14,28,98,2264,78185,1821
"8188",13,16,26,245,24573,197,12,29,80,1893,4974,2515
"8189",10,15,42,245,1038,166,16,36,56,1848,1938,2478
"8190",8,17,20,352,990,1015,13,20,82,2054,454,1974
"8191",9,17,34,590,270,77,16,18,56,1543,28553,1570
"8192",10,20,58,145,378,1644,17,25,42,1138,630,727
"8193",12,18,35,784,710,473,17,26,54,1225,2053,1776
"8194",16,15,30,843,278,325,13,23,48,1173,26546,1991
"8195",8,17,64,1909,428,573,18,23,49,2216,41842,2664
"8196",10,15,33,57,1421,944,13,20,91,3519,1809,1474
"8197",10,27,33,243,422,672,14,19,39,1510,2003,613
"8198",9,15,33,242,3119,299,11,24,55,1867,9598,869
"8199",8,20,23,472,3172,137,11,27,53,619,1271,1225
"8200",8,16,33,178,406,205,15,37,48,1354,15697,1192
"8201",7,21,31,268,549,358,14,21,60,3186,6666,1601
"8202",11,18,52,543,251,961,24,20,61,2003,3131,2408
"8203",9,13,37,242,12576,614,11,22,56,2802,28764,1800
"8204",8,15,42,996,1169,554,16,23,55,1932,1610,2331
"8205",9,12,37,416,246,425,15,26,55,2149,3213,1543
"8206",9,11,24,259,383,581,15,21,67,1266,2753,1036
"8207",8,14,41,191,730,1482,13,36,58,2711,3839,1846
"8208",12,13,66,165,6475,1027,19,24,53,2148,57125,1228
"8209",12,14,44,247,503,396,16,18,42,3687,1178,3436
"8210",10,12,34,319,1411,135,14,27,89,1668,2887,1136
"8211",10,9,36,530,4402,692,14,33,72,838,1622,1558
"8212",20,14,39,1335,363,228,17,25,53,3110,3486,1582
"8213",8,22,29,468,2177,194,17,26,87,3429,11265,1967
"8214",9,12,50,447,425,372,15,25,60,1415,1753,1183
"8215",8,16,52,397,110,176,13,23,66,3550,7024,1954
"8216",9,14,37,1087,277,366,13,21,89,1684,1204,1502
"8217",10,21,28,172,485,373,13,22,42,3502,3287,1395
"8218",9,11,46,117,1553,209,20,21,68,4643,862,1474
"8219",7,13,43,1126,1207,412,17,27,64,1543,2613,1205
"8220",6,19,46,254,237,136,13,22,71,1152,3345,945
"8221",12,17,21,46,3306,796,17,25,70,1196,5321,3598
"8222",12,26,37,457,3900,283,15,21,51,1419,4828,771
"8223",9,20,26,1619,313,790,16,21,48,1584,168813,903
"8224",16,25,21,163,1783,441,19,25,55,2664,2147,1248
"8225",10,14,40,426,474,290,12,24,57,2604,1246,2280
"8226",10,15,49,275,566,110,16,20,94,2447,14221,1858
"8227",11,18,31,652,321,231,17,21,65,959,3213,1854
"8228",11,20,28,132,568,57,11,17,109,1055,2239,2414
"8229",8,19,30,143,9400,806,15,31,68,1762,889,2286
"8230",13,12,74,352,359,640,14,22,70,1292,1211,502
"8231",13,19,64,163,21132,188,13,22,56,1772,50207,1049
"8232",16,15,37,426,804,281,16,16,49,3722,2837,2554
"8233",10,23,51,1128,804,168,16,21,57,1051,21958,2307
"8234",10,11,18,134,154,572,15,22,43,5901,1967,1043
"8235",8,13,26,280,385,309,12,23,64,1755,16670,1564
"8236",10,14,26,129,1672,127,14,28,50,2560,1536,1992
"8237",12,19,85,279,240,2102,16,24,49,1460,1922,1782
"8238",10,20,48,600,89,2564,19,36,63,1627,4813,992
"8239",13,15,72,2297,454,749,14,24,52,3494,15321,1348
"8240",14,18,41,470,331,1055,14,32,72,1992,5727,925
"8241",10,12,28,636,38498,257,19,21,60,1447,2311,1007
"8242",13,15,56,271,2416,1231,14,19,45,685,61197,1345
"8243",9,34,46,571,2815,145,18,22,63,1802,10074,2102
"8244",14,17,37,281,878,901,16,22,59,1091,8982,1313
"8245",11,10,33,378,314,1614,15,24,74,1246,895,2361
"8246",10,15,22,816,306,245,14,24,56,893,4962,1011
"8247",14,20,44,161,229,902,19,21,61,1661,3632,1028
"8248",8,14,30,304,191,1284,14,25,85,3613,32030,1592
"8249",9,19,27,222,86,64,14,25,46,1627,8000,955
"8250",11,15,27,1765,268,1357,13,30,60,1710,3525,3209
"8251",12,12,31,181,302,429,14,23,49,2398,5063,1445
"8252",12,18,40,160,292,418,16,22,66,5522,1883,1374
"8253",11,22,20,187,89,976,13,22,51,4733,2324,2500
"8254",11,16,41,204,500,737,15,24,57,898,8034,853
"8255",11,19,30,292,35098,95,13,28,63,1583,3589,2106
"8256",9,13,36,1340,324,352,11,29,95,3270,46025,1091
