"","lav1","lav2","lav3","lav4","lav5","lav6","høj1","høj2","høj3","høj4","høj5","høj6"
"2952",10,15,62,949,229,97,15,21,57,1084,1242,1622
"2953",13,15,31,73,4216,715,15,24,45,2167,17674,3346
"2954",10,15,37,363,652,488,13,33,80,2107,86308,3289
"2955",11,28,22,1754,285,131,13,23,44,847,2361,1623
"2956",11,14,37,186,1683,397,13,23,46,998,2865,1205
"2957",10,16,57,230,1380,559,20,21,64,1268,3806,568
"2958",13,13,41,143,5036,298,14,25,94,1919,1341,2338
"2959",15,26,24,964,292,113,12,36,63,2703,1152,1268
"2960",11,12,32,1886,299,959,13,36,65,1532,3286,1349
"2961",12,15,36,493,1001,133,15,25,60,1714,21259,4335
"2962",10,17,45,1997,107,569,12,24,45,3770,7233,2868
"2963",10,14,48,285,1016,717,14,45,79,3781,781,1222
"2964",9,12,41,291,331,217,13,25,56,2626,15352,1935
"2965",18,14,46,793,106,884,19,28,65,2309,10377,3834
"2966",9,15,35,394,866,416,14,25,66,899,74053,1697
"2967",11,21,35,260,216,433,16,18,75,1866,2227,2211
"2968",11,14,56,764,2231,3449,15,22,46,1177,4223,3435
"2969",10,20,31,197,1993,222,13,32,54,3113,1737,3633
"2970",7,16,52,919,185,265,14,19,79,1944,53121,2681
"2971",7,16,41,1362,172,1053,14,21,50,1117,6200,5381
"2972",10,16,45,489,2329,836,15,29,62,771,4370,1165
"2973",9,16,23,1270,783,1430,14,22,71,3916,2850,1316
"2974",9,16,35,84,1107,653,13,28,64,2483,893,2431
"2975",15,22,43,679,1554,599,15,32,52,962,7334,2736
"2976",9,16,30,754,799,530,11,19,109,2851,15293,1876
"2977",19,17,26,123,97,199,14,22,51,4914,65436,941
"2978",14,18,47,2517,849,1229,12,21,55,913,1381,3077
"2979",9,16,29,157,1231,657,18,27,48,1067,1856,2297
"2980",15,26,39,1043,790,316,12,19,57,652,12207,2249
"2981",10,13,50,635,1653,267,16,23,55,1152,2943,2814
"2982",8,14,43,158,898,132,17,25,62,1645,3690,1694
"2983",10,16,63,138,155,1847,15,25,74,1284,337019,5650
"2984",10,15,52,156,160,527,15,24,43,4304,1286,2285
"2985",9,12,29,92,12215,426,13,17,43,1666,15183,1962
"2986",9,20,41,1290,21537,1076,13,21,53,1093,2941,3115
"2987",11,16,57,167,74,5549,13,25,55,628,2139,1655
"2988",12,16,33,1235,1180,60,16,23,51,1818,3337,2360
"2989",10,21,28,364,1064,558,20,22,80,2981,1327,1539
"2990",12,12,50,242,185,468,15,23,58,1314,1240,1612
"2991",13,16,28,486,461,443,13,27,54,2960,1352,1705
"2992",10,13,30,493,183,799,12,32,74,1008,4011,2159
"2993",11,17,50,1013,1140,610,16,22,94,2074,2938,1439
"2994",8,19,70,136,828,499,15,25,51,1962,4397,1042
"2995",11,15,92,169,6643,133,12,26,52,3616,1786,1426
"2996",8,20,51,89,179,336,15,28,53,1608,3995,1354
"2997",13,15,36,760,890,253,12,23,43,1219,15273,4465
"2998",9,13,32,146,94,140,15,20,67,3317,5660,1732
"2999",11,16,32,2740,522,546,14,21,51,611,5154,1218
"3000",14,11,37,111,99,748,15,26,64,1512,28290,3901
"3001",12,15,47,1315,66,510,20,25,62,2246,74535,467
"3002",9,17,26,551,210,370,13,24,48,1436,5146,2303
"3003",13,18,29,224,261,365,14,22,52,2933,5042,1136
"3004",7,15,41,597,443,154,16,39,76,587,2732,1603
"3005",10,14,31,307,1272,275,14,25,51,1877,1175,1617
"3006",9,17,29,909,1120,136,13,36,49,3837,11051,1944
"3007",11,22,21,337,238,2537,19,22,68,1770,2477,2907
"3008",9,13,44,353,208,227,17,22,42,1070,1463,3802
"3009",10,13,54,425,310,185,14,36,49,1176,1672,3916
"3010",11,13,44,196,248,920,14,28,58,5300,1820,932
"3011",8,22,29,146,388,172,13,17,58,4134,10419,978
"3012",13,13,63,647,882,107,14,25,55,1489,7997,1916
"3013",11,19,40,77,113,106,12,25,53,1653,5150,1306
"3014",9,16,23,206,484,271,15,22,83,4034,2611,2263
"3015",10,13,30,243,278,109,16,22,60,3066,4841,1556
"3016",9,15,26,103,2004,236,14,21,55,1196,5692,2197
"3017",9,13,24,164,484,1555,15,21,66,1932,1685,1494
"3018",10,14,33,720,1286,376,14,22,76,1225,4395,2739
"3019",8,20,28,1096,452,245,15,19,57,1503,44965,1150
"3020",7,17,36,946,85,699,12,29,63,2037,2091,1609
"3021",13,13,46,773,138,350,14,24,48,1495,3621,2431
"3022",10,14,23,2221,906,354,20,21,52,3777,4924,1530
"3023",8,18,40,562,537,306,20,20,59,1359,1977,468
"3024",9,20,68,790,253,231,17,24,56,1422,2946,1322
"3025",22,16,43,392,83,313,16,27,59,2476,141152,1225
"3026",8,13,40,2324,187,457,20,21,61,3873,27212,4400
"3027",13,21,66,253,172,602,21,45,67,1689,1690,1203
"3028",16,31,66,558,232,716,14,27,69,1672,139722,1144
"3029",8,9,29,331,189,114,14,24,72,1593,4663,2652
"3030",6,22,32,762,3853,137,15,24,59,2320,2784,1666
"3031",12,19,32,808,530,167,19,22,38,992,2412,1399
"3032",8,24,21,116,113,962,16,26,60,713,10135,933
"3033",10,12,55,183,406,197,14,29,63,2185,889,1357
"3034",9,10,31,1436,6397,1345,13,32,42,1023,1588,1413
"3035",8,18,59,1637,729,125,12,20,61,1103,1687,1113
"3036",8,13,37,654,276,911,16,20,46,1305,3514,1818
"3037",12,14,36,1239,1045,340,12,22,45,921,23324,4387
"3038",8,30,29,381,542,343,16,24,56,1168,988,1152
"3039",8,29,46,143,606,182,23,34,57,2622,2056,1215
"3040",9,21,48,1810,518,108,12,27,44,1010,1042,1067
"3041",12,11,32,106,394,331,17,21,59,2967,2164,1481
"3042",10,13,29,270,213,471,15,25,55,1103,1205,1433
"3043",9,38,27,263,244,504,17,22,67,1550,1363,2082
"3044",11,22,29,207,80,219,14,23,52,1263,61348,1330
"3045",12,17,23,153,2664,864,14,23,40,1138,77836,1725
"3046",8,19,53,254,162,106,18,20,50,2846,3071,2415
"3047",7,21,33,620,323,136,17,21,56,2263,1116,1009
"3048",10,17,31,756,286,300,20,20,61,1797,4943,1330
"3049",17,18,48,594,9521,135,15,25,45,2010,1719,1262
"3050",8,19,57,229,326,446,16,27,75,2522,23735,1306
"3051",10,13,29,1602,138,78,15,18,68,3093,13044,1105
"3052",15,15,49,878,674,98,14,22,49,2969,17058,3137
"3053",13,33,40,277,234,521,15,22,46,2792,36979,5400
"3054",9,18,38,147,547,342,12,22,57,1296,1769,3173
"3055",7,18,35,83,302,416,18,20,50,1825,3565,705
"3056",10,21,33,1634,633,1577,17,25,58,507,2699,2053
"3057",10,14,21,1247,119,482,15,22,56,1180,25292,1628
"3058",9,16,29,135,269,262,18,22,48,2781,22902,815
"3059",14,24,25,257,1159,1096,17,24,65,926,1225,1050
"3060",10,18,28,339,155,1220,18,31,64,729,13787,422
"3061",7,17,27,242,152,1348,17,30,58,2771,5577,1827
"3062",12,29,32,379,312,162,15,20,53,850,3640,2530
"3063",6,16,19,200,363,471,19,27,60,844,7001,2129
"3064",7,13,57,422,126,117,14,19,71,1470,8937,2046
"3065",6,22,28,177,81574,391,14,23,54,1748,8998,2677
"3066",10,17,44,2015,1754,1658,12,26,58,2810,5972,1921
"3067",10,25,33,249,1492,199,11,26,55,1168,1651,885
"3068",10,15,49,93,296,86,11,22,75,1173,3148,1368
"3069",13,13,49,936,2108,78,15,25,49,581,4624,2681
"3070",17,15,29,1209,238,199,14,28,79,1353,75580,1553
"3071",8,13,22,487,1099,872,18,19,53,3710,12119,600
"3072",17,20,26,357,305,363,13,30,61,1884,2240,1816
"3073",8,12,26,249,222,247,17,23,50,3847,3325,1632
"3074",6,28,56,1147,535,94,19,23,66,3100,33645,1110
"3075",8,16,35,584,234,291,17,22,49,2064,2922,2886
"3076",8,17,73,424,178,312,14,23,67,1265,1973,2749
"3077",8,11,39,474,2818,623,12,35,46,912,6144,1416
"3078",10,15,37,299,1321,642,13,26,57,2115,2869,723
"3079",11,22,34,1503,594,159,14,22,67,1548,10037,580
"3080",8,18,28,657,502,266,14,22,60,1610,17889,1234
"3081",7,23,37,1056,142,46,15,25,63,4367,27908,1920
"3082",8,11,62,155,1228,353,17,19,53,1407,7155,998
"3083",12,19,35,740,429,210,16,25,61,1005,7649,981
"3084",15,15,45,953,276,290,20,36,37,1045,1114,2465
"3085",6,16,53,830,277,728,14,23,70,936,3647,571
"3086",12,21,39,319,329,140,16,27,46,2138,8113,3689
"3087",13,19,33,949,1328,1217,15,22,77,1763,1368,1479
"3088",9,22,35,222,93,1095,15,24,57,3209,1626,1342
"3089",10,18,27,269,454,395,15,20,74,1434,2564,1752
"3090",9,15,33,133,1798,910,16,28,59,1671,4101,2988
"3091",8,12,26,286,278,155,15,22,79,2232,4130,1810
"3092",8,16,50,237,858,906,16,26,55,811,3958,3163
"3093",11,13,41,105,521,271,14,29,69,1045,1331,1069
"3094",9,18,46,367,100,1505,11,26,44,1826,7782,9632
"3095",8,12,35,234,437,195,13,21,60,1030,181595,1204
"3096",9,17,37,294,2019,219,20,20,55,1141,40446,1486
"3097",8,15,37,143,178,831,23,27,47,2453,2756,1419
"3098",17,18,38,1784,146,613,17,21,56,1516,1582,2395
"3099",7,25,27,240,454,274,17,23,54,2354,4689,2513
"3100",11,11,33,655,201,148,15,21,85,1698,3788,1590
"3101",15,16,26,421,213,230,15,22,63,5656,990,3491
"3102",10,24,44,157,2057,417,12,21,42,2750,1794,1202
"3103",10,16,33,238,875,752,13,27,74,640,8860,4096
"3104",9,13,48,374,137,192,20,20,70,1736,1173,2356
"3105",9,16,43,2293,2145,538,13,29,66,3198,13816,1656
"3106",14,14,52,266,146,151,15,27,85,1686,2760,2395
"3107",14,13,32,879,150,137,16,25,48,2540,5035,3022
"3108",12,27,43,568,481,793,16,34,64,1567,3010,1594
"3109",10,18,54,163,1811,309,16,19,60,1738,13417,1696
"3110",10,24,27,120,152,294,15,27,45,1494,1950,1020
"3111",11,13,65,374,136,576,15,27,66,2019,1906,2225
"3112",8,13,45,1797,469,91,12,22,61,3032,6057,897
"3113",13,15,42,2294,439,770,15,23,56,1353,33718,2331
"3114",12,14,39,295,650,413,13,25,56,979,7738,667
"3115",8,17,32,516,1088,681,13,22,48,2012,1068,1536
"3116",11,22,25,167,231,68,18,30,56,1790,101856,3369
"3117",12,20,36,1396,92,740,14,26,91,1428,5210,1603
"3118",13,24,40,459,158,56,14,23,47,2040,4363,3037
"3119",12,20,46,962,615,2178,15,24,75,1463,5477,3196
"3120",20,13,35,1109,360,159,14,26,50,788,8324,1580
"3121",10,18,19,653,231,1387,15,34,61,2417,3711,1302
"3122",12,17,79,265,52520,79,16,21,58,983,7969,3751
"3123",12,15,29,953,369,123,16,32,62,1116,8144,2309
"3124",13,12,27,197,371,138,12,28,69,3940,1088,1044
"3125",7,22,31,401,1524,236,15,22,63,1490,2582,2034
"3126",13,19,39,613,1689,106,14,23,73,2372,17219,2546
"3127",10,33,33,878,1701,2500,12,27,58,3912,3201,558
"3128",6,16,29,549,719,315,16,23,56,1513,1373,1574
"3129",13,15,58,191,84,175,14,28,57,3577,14523,1383
"3130",7,19,26,984,571,1729,25,25,57,1465,12930,1034
"3131",15,13,25,141,250,1386,16,31,48,2298,4565,1053
"3132",13,12,35,99,826,168,14,24,66,6183,3565,6193
"3133",11,11,35,99,382,792,14,30,56,2974,1010,2994
"3134",9,19,48,1053,104,842,23,21,51,1967,4166,1848
"3135",14,20,29,98,192,76,15,25,40,1231,2202,1236
"3136",10,22,46,1230,908,186,15,25,52,411,8672,2564
"3137",8,31,30,163,244,355,17,20,75,2875,3944,1075
"3138",9,15,39,139,1380,1097,13,27,77,3396,1704,1513
"3139",13,13,66,204,152,383,25,21,54,2263,9192,1686
"3140",9,13,87,897,906,217,16,22,57,821,8934,6249
"3141",8,15,27,1842,170,1219,18,25,48,1971,7268,1036
"3142",8,15,34,523,429,433,14,27,54,2738,4669,3150
"3143",10,10,44,591,1309,599,13,19,60,1287,14737,1906
"3144",11,18,33,539,423,240,14,24,44,2203,1192,2654
"3145",9,30,37,258,274,609,24,26,80,2084,2125,2985
"3146",11,14,38,228,388,125,13,24,67,1732,17569,2665
"3147",8,15,38,1197,934,452,15,22,61,4274,2734,1809
"3148",10,15,30,301,209,351,11,25,38,2528,2644,1083
"3149",10,14,19,368,409,1550,13,29,49,3731,773,2306
"3150",11,18,47,473,545,620,13,25,57,2216,261496,496
"3151",9,12,36,143,188,106,11,22,68,2107,6833,1893
"3152",9,18,38,1480,631,501,14,22,59,5115,5960,1456
"3153",14,11,44,348,366,314,20,19,54,1510,1808,3356
"3154",9,22,28,982,252,376,15,21,74,2076,4619,1580
"3155",13,11,46,736,1465,137,12,40,72,2212,12798,1267
"3156",17,13,40,253,160,434,13,40,47,863,1768,702
"3157",11,15,69,117,673,92,14,27,52,1579,2090,1634
"3158",9,19,35,344,1889,3049,14,20,57,1677,2069,1334
"3159",9,16,58,272,19480,825,15,19,47,842,6332,1580
"3160",10,14,29,1355,111,286,17,18,46,1587,13698,1790
"3161",7,13,43,935,386,1024,12,26,48,1483,995,1166
"3162",8,25,16,306,1012,332,16,23,64,1104,2644,1186
"3163",9,25,20,2271,1200,155,11,23,59,1269,21280,2473
"3164",9,11,54,320,244,120,14,24,93,769,6774,1505
"3165",17,13,22,430,3053,160,15,28,43,2129,64235,2474
"3166",12,11,36,123,980,1853,15,23,64,3613,3200,1790
"3167",10,23,26,172,112,606,15,26,53,5133,4948,2045
"3168",10,13,36,3610,118,1526,15,27,54,3046,1869,1394
"3169",6,17,47,444,2730,161,16,26,37,1744,30368,1153
"3170",9,14,30,1839,119,293,13,17,49,2330,2790,1906
"3171",8,15,38,410,8000,304,19,19,59,1118,2235,325
"3172",13,28,50,264,928,1178,12,21,101,2779,14761,2908
"3173",14,16,42,129,149,401,12,22,68,2647,1814,5594
"3174",11,19,37,70,481,490,15,29,51,728,2221,1859
"3175",13,16,46,221,614,149,14,21,59,2960,65878,2742
"3176",14,19,43,1534,170,331,16,31,74,2255,4764,730
"3177",9,14,38,1590,252,280,16,34,46,2664,2215,1413
"3178",8,30,44,283,540,117,19,27,61,2045,6407,1206
"3179",12,13,61,222,633,264,13,28,48,2256,2317,1605
"3180",7,16,26,220,1683,866,16,21,49,1934,8023,3701
"3181",9,16,29,396,1466,167,14,25,53,1194,6618,1144
"3182",11,24,41,163,719,228,14,32,92,1400,1603,1228
"3183",10,22,31,263,417,3821,17,22,95,707,8361,1098
"3184",8,27,20,1016,139,337,15,25,74,2238,30391,592
"3185",8,16,42,403,1077,156,17,23,72,2104,2978,4749
"3186",16,19,24,1526,2697,274,12,21,70,1544,8421,2033
"3187",9,16,74,169,295,2293,12,43,52,1499,5969,1321
"3188",10,21,30,396,125,737,13,21,56,1789,3779,2798
"3189",9,23,35,315,184,265,17,27,42,931,931,1400
"3190",13,16,43,281,4832,188,14,34,67,3162,1695,955
"3191",12,23,27,512,3409,57,15,22,69,1134,2663,3924
"3192",9,15,34,233,188,159,12,25,33,3082,10867,2390
"3193",11,19,30,79,148,407,15,21,52,3125,3057,1724
"3194",12,20,21,242,250,155,14,17,73,3417,15004,2076
"3195",10,21,32,1003,2014,146,19,23,53,1357,2903,1794
"3196",6,18,49,622,130,253,13,31,48,2042,3835,743
"3197",11,15,26,268,1853,156,14,34,67,1820,5720,1666
"3198",13,14,60,483,187,404,15,30,64,2716,6910,2695
"3199",9,11,32,742,2352,663,14,21,61,2424,102240,958
"3200",10,13,64,474,6641,251,16,21,55,4662,4668,2742
"3201",9,22,56,928,101,230,12,18,69,3362,914,656
"3202",8,19,33,1037,1196,2180,13,21,65,1058,6899,1457
"3203",16,17,72,532,448,94,13,27,59,1649,23401,5891
"3204",11,20,34,149,177,386,12,33,50,1821,2815,2039
"3205",15,15,27,1683,715,251,13,27,57,1584,2065,1752
"3206",13,16,60,628,251,778,18,22,48,3106,2505,932
"3207",6,15,40,885,455,322,15,26,53,1403,17125,2433
"3208",13,18,38,406,2684,96,16,25,44,636,10027,1223
"3209",8,20,60,266,187,696,13,25,53,2305,2699,1434
"3210",14,22,58,461,376,196,19,26,68,2083,5519,2673
"3211",11,14,33,2171,321,454,12,19,66,2600,40441,1598
"3212",14,19,30,120,1848,154,17,25,63,1660,8889,2062
"3213",12,17,32,100,946,113,19,24,67,1403,5788,1205
"3214",13,14,33,252,436,607,12,24,51,2370,3731,1611
"3215",6,14,30,1019,429,807,15,23,61,923,840,803
"3216",13,30,37,157,185,264,15,24,65,1335,5425,5058
"3217",12,18,33,181,448,113,18,39,64,2318,726,2155
"3218",10,23,29,949,200,935,18,23,64,1313,1187,1953
"3219",7,19,44,810,202,353,15,20,52,2662,1887,1319
"3220",9,21,45,515,140,141,15,21,60,1727,3769,1589
"3221",11,25,47,344,658,858,18,22,53,958,646,2089
"3222",13,17,32,1504,144,85,14,22,65,1270,28928,1493
"3223",11,10,38,252,328,708,17,31,49,2592,1531,2370
"3224",7,16,34,111,331,608,12,28,73,2202,1789,1072
"3225",9,14,48,845,215,1116,15,29,71,1748,26380,3481
"3226",12,10,60,2178,473,352,14,27,56,4106,3575,1400
"3227",11,18,44,444,316,998,15,28,70,1197,1651,1258
"3228",6,18,41,374,434,5832,16,29,53,1648,2869,1674
"3229",9,13,43,1167,184,440,20,26,85,1368,3741,2645
"3230",11,22,39,329,90,549,12,26,61,842,12450,573
"3231",15,13,24,85,198,448,17,28,57,1976,2832,710
"3232",12,10,34,208,263,451,14,20,64,1837,38755,1587
"3233",10,25,33,128,3444,2052,13,19,54,1646,2849,1425
"3234",12,12,28,440,89,258,15,22,40,1240,16564,2683
"3235",12,9,33,619,385,129,14,26,57,3913,46805,1403
"3236",14,21,36,273,307,1046,15,32,70,1514,6700,1502
"3237",9,23,32,148,52,216,14,22,45,1801,152053,816
"3238",12,15,26,511,595,514,17,20,51,961,5658,1576
"3239",10,27,30,85,2163,3188,19,31,64,1297,9169,1010
"3240",13,9,28,883,347,121,13,32,41,3263,150536,435
"3241",10,11,55,2333,936,340,16,24,54,1658,1812,859
"3242",12,22,51,310,5077,109,11,22,76,2902,2808,2389
"3243",12,12,30,3218,2515,216,13,29,53,969,47036,1222
"3244",14,14,39,410,249,110,17,28,54,2107,38367,2949
"3245",9,18,59,784,224,226,14,27,61,729,1693,1978
"3246",9,19,37,547,308,380,15,27,74,1010,3906,1646
"3247",9,18,44,221,199,82,14,23,77,4005,7293,1302
"3248",11,15,62,214,20210,201,12,22,65,6681,1334,2379
"3249",17,16,33,1093,1732,161,14,28,71,2196,4442,1701
"3250",10,17,43,166,447,86,12,30,70,3787,11270,2202
"3251",12,25,62,296,448,968,17,22,61,2363,6476,5581
"3252",16,14,43,224,3548,280,14,21,95,1958,13514,1767
"3253",12,16,30,943,130,373,19,21,62,1801,33757,1200
"3254",8,14,35,297,832,182,13,27,41,685,62089,1210
"3255",12,12,63,465,460,83,13,26,57,1698,979,1040
"3256",8,21,29,501,100,1252,13,23,66,1255,4253,1633
"3257",10,26,34,125,337,2243,18,21,59,4091,5239,3906
"3258",9,16,39,463,198,346,20,22,67,1120,20153,1394
"3259",12,23,46,1085,157,389,16,21,82,3502,3059,2406
"3260",8,13,55,496,1244,587,18,23,63,5042,3166,4150
"3261",7,18,40,450,273,466,15,19,67,1606,1934,1966
"3262",11,19,32,789,527,225,15,19,80,2926,11741,5138
"3263",11,19,38,261,511,560,16,23,50,2282,45474,1707
"3264",10,12,26,1462,430,2545,17,27,69,1035,5047,1932
"3265",9,14,37,678,120,1398,14,22,58,1330,32398,751
"3266",8,11,28,526,452,170,13,29,50,4028,4618,2392
"3267",16,13,32,615,665,286,15,25,70,2642,20636,2335
"3268",13,23,47,764,1008,258,16,23,78,1865,6093,2549
"3269",10,12,35,313,318,230,15,21,52,1775,4856,1930
"3270",8,15,29,494,268,1517,16,28,39,684,2601,1197
"3271",9,13,42,845,556,197,14,22,46,3203,2969,2047
"3272",8,19,61,297,7428,259,13,18,57,1563,2099,2798
"3273",10,14,63,907,9485,245,13,25,55,2251,10123,3515
"3274",8,12,41,108,240,318,14,17,45,1553,4844,4991
"3275",14,17,39,212,199,249,14,25,41,3269,2659,4358
"3276",10,15,34,390,121,180,15,21,67,1160,14155,3031
"3277",13,14,46,481,232,1924,19,22,78,3473,2230,1188
"3278",14,19,34,269,2529,198,12,23,53,1486,1449,616
"3279",10,14,55,1684,387,52,19,25,75,1544,1147,4862
"3280",13,14,29,252,162,428,14,26,63,3243,12615,2820
"3281",8,18,55,265,933,340,15,22,68,3182,9296,2252
"3282",11,19,35,1797,391,87,16,29,55,639,4283,6858
"3283",14,15,48,158,286,326,17,29,44,680,4327,3461
"3284",8,22,51,506,251,75,15,24,51,1531,5864,2089
"3285",8,12,23,174,783,486,14,26,63,1992,1741,1318
"3286",9,13,17,278,105,152,16,20,52,1308,2798,2561
"3287",8,17,38,175,2762,334,16,18,83,1019,943,3710
"3288",8,18,60,1036,1921,228,23,24,50,1321,6418,1322
"3289",8,24,26,1321,3904,710,12,19,51,1162,7681,1814
"3290",16,20,43,438,348,415,14,27,59,1682,7408,1011
"3291",13,15,27,362,158,271,15,22,71,1717,9233,1226
"3292",10,14,38,402,338,101,14,27,102,4250,8236,2029
"3293",11,14,50,229,452,108,15,18,50,1934,10051,1488
"3294",14,16,30,358,258,743,16,25,76,1897,2761,1609
"3295",10,12,46,383,753,497,17,32,57,2365,2657,1186
"3296",8,16,55,159,1292,128,16,23,61,2085,5831,2517
"3297",11,10,36,759,188,223,13,31,55,2583,8744,1361
"3298",11,19,35,117,536,706,13,20,78,2100,6775,623
"3299",10,14,39,166,1139,146,13,22,71,2667,21114,1503
"3300",8,24,49,775,387,198,11,21,61,5986,720,466
"3301",11,19,18,822,3458,352,16,23,57,1631,1612,2428
"3302",10,13,29,669,1344,875,12,31,48,1027,16580,1627
"3303",7,16,35,177,270,902,17,22,62,1909,3862,1190
"3304",12,12,38,199,757,678,12,18,44,2738,114905,1409
"3305",13,13,56,945,96,448,17,23,56,5911,4033,2574
"3306",7,18,46,1388,1553,129,13,23,92,1157,45965,741
"3307",9,19,24,180,539,266,16,23,54,1325,2457,6113
"3308",10,17,29,190,3043,447,21,29,95,1042,3661,1877
"3309",8,19,67,1336,79,418,15,25,49,513,3872,2758
"3310",9,17,43,201,1061,754,14,20,48,4755,4540,2703
"3311",12,16,43,1130,146,167,13,24,51,1471,14686,1730
"3312",10,26,37,288,594,210,14,21,45,3617,19870,2769
"3313",10,14,27,275,608,720,17,23,57,911,9970,2432
"3314",8,13,61,535,946,222,19,26,60,2626,54429,7074
"3315",12,15,37,525,610,281,14,20,66,2739,4922,580
"3316",9,13,34,1144,599,613,14,25,49,1090,51845,2295
"3317",11,14,28,290,367,325,18,22,52,3169,6639,647
"3318",9,14,41,1534,239,148,16,24,48,1020,959,1584
"3319",8,24,58,234,340,157,17,25,58,2958,4641,1933
"3320",9,24,24,885,131,524,17,26,69,3376,1830,2570
"3321",15,15,27,721,671,470,13,23,62,2504,5686,2065
"3322",10,22,39,635,4010,198,16,21,56,1602,5196,2724
"3323",8,14,39,216,205,950,15,34,53,1491,2001,3021
"3324",16,16,32,142,587,74,16,22,56,1592,1897,2351
"3325",19,24,53,1880,650,166,15,22,55,2774,528,4945
"3326",9,17,40,168,1195,372,15,25,51,1351,5234,5847
"3327",9,15,34,292,929,644,11,24,79,1506,4894,831
"3328",8,15,23,716,674,262,15,19,56,4256,4593,1086
"3329",10,17,25,270,259,351,13,25,65,1665,3882,2187
"3330",11,16,32,297,597,398,17,27,53,7041,5432,1169
"3331",13,13,32,1011,166,940,17,23,52,4702,3282,2373
"3332",8,12,55,341,288,366,14,19,61,684,1636,683
"3333",9,17,34,155,16034,1154,14,24,72,2537,2128,1772
"3334",9,18,36,304,685,305,23,21,53,1841,6045,2310
"3335",9,17,30,237,746,76,11,23,75,690,13269,2563
"3336",8,12,30,537,761,199,14,24,56,1053,2506,1998
"3337",8,12,46,849,250,1128,15,31,37,2744,4965,1902
"3338",9,15,45,1511,497,1009,17,22,59,1424,3168,1236
"3339",12,10,35,762,1143,229,13,23,67,3399,1944,3606
"3340",9,18,28,753,263,177,17,27,49,3836,5476,4720
"3341",10,17,68,456,373,184,15,21,69,1316,589132,931
"3342",15,12,44,528,2140,117,15,20,74,4104,11548,1901
"3343",7,15,29,487,106,312,16,25,65,802,3272,1278
"3344",10,18,23,1564,183,269,17,21,71,2144,10546,1228
"3345",12,17,19,3053,4926,908,13,23,49,1718,7546,1539
"3346",8,16,34,1090,176,971,15,19,47,1853,2476,2618
"3347",18,28,34,884,213,401,17,25,71,3161,3015,446
"3348",8,16,28,842,604,980,15,19,81,3359,2140,1843
"3349",15,18,27,493,1628,66,15,24,70,1643,26621,1807
"3350",13,15,41,275,307,133,16,27,54,3001,12519,1901
"3351",8,28,27,279,380,3117,14,30,68,676,1009,1424
"3352",13,16,27,443,421,677,15,26,56,733,21100,8944
"3353",9,16,33,142,672,689,13,27,79,2599,3499,1709
"3354",16,30,41,134,765,889,14,24,51,2940,6474,1532
"3355",8,18,45,199,121,422,14,27,52,1100,15179,1648
"3356",8,18,22,407,1294,3233,12,29,70,6759,10311,1030
"3357",10,17,31,1793,76,369,13,21,53,1056,1850,1063
"3358",9,19,26,292,595,146,13,25,64,2348,17178,4282
"3359",11,12,28,172,809,86,14,23,49,1362,2075,2699
"3360",11,19,78,274,847,139,17,22,75,2108,10863,1284
"3361",10,18,33,283,151,110,17,22,104,828,8200,594
"3362",11,23,30,786,1324,1049,17,27,55,1089,17858,1383
"3363",8,14,20,464,665,191,13,22,55,1367,4032,1259
"3364",7,17,24,259,1643,249,12,24,47,2336,1300,1588
"3365",9,12,34,233,136,802,13,37,63,2179,6189,2401
"3366",14,14,62,106,151,268,14,29,87,2134,6564,2177
"3367",13,21,51,449,1171,757,16,23,80,1081,3122,1126
"3368",10,15,31,322,123,428,16,29,64,1537,2894,1119
"3369",9,12,31,253,636,3396,17,28,80,1043,2001,2166
"3370",12,13,46,583,5480,346,14,28,63,2221,12535,754
"3371",9,21,44,158,176,122,13,26,62,1252,5425,1599
"3372",10,11,21,161,962,187,18,22,49,3102,1766,909
"3373",10,10,21,758,988,145,14,23,55,1803,2264,1982
"3374",15,22,40,1382,1097,259,13,19,57,865,1392,1545
"3375",11,21,31,6375,881,224,13,20,68,758,17307,1559
"3376",8,12,38,248,626,290,17,24,72,3277,14519,1079
"3377",12,15,38,1434,3224,232,17,27,42,1785,1079,1405
"3378",11,17,30,561,240,173,11,27,50,764,5021,1597
"3379",9,17,31,1075,12689,2710,15,24,59,2027,16574,3533
"3380",8,15,38,574,1747,589,13,24,72,4033,788,2530
"3381",8,17,42,198,837,461,12,34,86,1588,2128,641
"3382",9,13,26,292,273,682,13,19,55,6426,2065,2144
"3383",13,15,38,153,1777,652,12,33,63,1596,1091,2919
"3384",8,14,30,760,1182,356,13,28,47,1038,11010,2045
"3385",9,19,28,227,433,485,12,27,89,2771,5372,4256
"3386",13,15,53,118,322,300,16,21,54,2039,8036,667
"3387",15,15,58,128,64,445,14,28,46,3043,2707,2471
"3388",11,12,31,771,276,723,14,22,44,805,1943,991
"3389",9,19,32,512,334,4643,23,24,47,735,1708,1427
"3390",9,22,44,672,556,125,14,20,51,1222,25681,652
"3391",13,13,26,2288,284,138,16,23,47,1453,1289,1070
"3392",11,27,34,1055,400,160,16,19,48,1362,5640,716
"3393",18,14,54,680,172,751,14,28,79,1011,30828,1665
"3394",8,18,59,1910,276,179,13,29,58,1600,154665,2735
"3395",11,14,41,130,1010,514,16,25,47,2551,2931,4868
"3396",15,26,36,1660,187,298,15,35,49,2999,2708,2093
"3397",8,13,35,417,343,177,12,24,60,1489,1249,508
